"Imbalance settlement period CET/CEST","Generation / + Imbalance price [EUR/MWh] - MBA|DK2","Generation / - Imbalance price [EUR/MWh] - MBA|DK2","Price for consumption [EUR/MWh] - MBA|DK2","Currency","Status","Total Imbalance [MWh] - MBA|DK2","Difference","Situation","Status"
"28.05.2020 08:00 - 28.05.2020 09:00","47.31","47.31","47.31","EUR","Estimated","207","","","Final"
"28.05.2020 09:00 - 28.05.2020 10:00","2.22","47.51","2.22","EUR","Estimated","100","","","Final"
"28.05.2020 10:00 - 28.05.2020 11:00","6.00","40.04","6.00","EUR","Estimated","54","","","Final"
"28.05.2020 11:00 - 28.05.2020 12:00","17.00","37.03","17.00","EUR","Estimated","26","","","Final"
"28.05.2020 12:00 - 28.05.2020 13:00","30.08","30.08","30.08","EUR","Estimated","56","","","Final"
"28.05.2020 13:00 - 28.05.2020 14:00","29.53","29.53","29.53","EUR","Estimated","26","","","Final"
"28.05.2020 14:00 - 28.05.2020 15:00","25.77","25.77","25.77","EUR","Estimated","95","","","Final"
"28.05.2020 15:00 - 28.05.2020 16:00","19.93","19.93","19.93","EUR","Estimated","102","","","Final"
"28.05.2020 16:00 - 28.05.2020 17:00","16.42","16.42","16.42","EUR","Estimated","60","","","Final"
"28.05.2020 17:00 - 28.05.2020 18:00","19.99","19.99","19.99","EUR","Estimated","75","","","Final"
"28.05.2020 18:00 - 28.05.2020 19:00","22.99","22.99","22.99","EUR","Estimated","148","","","Final"
"28.05.2020 19:00 - 28.05.2020 20:00","26.15","26.15","26.15","EUR","Estimated","211","","","Final"
"28.05.2020 20:00 - 28.05.2020 21:00","26.11","26.11","26.11","EUR","Estimated","263","","","Final"
"28.05.2020 21:00 - 28.05.2020 22:00","27.16","27.16","27.16","EUR","Estimated","289","","","Final"
"28.05.2020 22:00 - 28.05.2020 23:00","25.05","25.05","25.05","EUR","Estimated","257","","","Final"
"28.05.2020 23:00 - 29.05.2020 00:00","1.84","22.39","1.84","EUR","Estimated","253","","","Final"
"29.05.2020 00:00 - 29.05.2020 01:00","0.21","19.42","0.21","EUR","Estimated","174","","","Final"
"29.05.2020 01:00 - 29.05.2020 02:00","0.19","18.88","0.19","EUR","Estimated","222","","","Final"
"29.05.2020 02:00 - 29.05.2020 03:00","0.00","18.22","0.00","EUR","Estimated","144","","","Final"
"29.05.2020 03:00 - 29.05.2020 04:00","0.00","19.07","0.00","EUR","Estimated","62","","","Final"
"29.05.2020 04:00 - 29.05.2020 05:00","0.00","19.43","0.00","EUR","Estimated","1","","","Final"
"29.05.2020 05:00 - 29.05.2020 06:00","0.46","22.36","0.46","EUR","Estimated","136","","","Final"
"29.05.2020 06:00 - 29.05.2020 07:00","0.46","27.92","0.46","EUR","Estimated","65","","","Final"
"29.05.2020 07:00 - 29.05.2020 08:00","37.20","37.20","37.20","EUR","Estimated","42","","","Final"
"29.05.2020 08:00 - 29.05.2020 09:00","30.92","30.92","30.92","EUR","Estimated","133","","","Final"
"29.05.2020 09:00 - 29.05.2020 10:00","24.40","24.40","24.40","EUR","Estimated","189","","","Final"
"29.05.2020 10:00 - 29.05.2020 11:00","22.35","22.35","22.35","EUR","Estimated","281","","","Final"
"29.05.2020 11:00 - 29.05.2020 12:00","20.68","20.68","20.68","EUR","Estimated","400","","","Final"
"29.05.2020 12:00 - 29.05.2020 13:00","19.91","19.91","19.91","EUR","Estimated","204","","","Final"
"29.05.2020 13:00 - 29.05.2020 14:00","19.04","19.04","19.04","EUR","Estimated","243","","","Final"
"29.05.2020 14:00 - 29.05.2020 15:00","16.15","16.15","16.15","EUR","Estimated","202","","","Final"
"29.05.2020 15:00 - 29.05.2020 16:00","17.30","17.30","17.30","EUR","Estimated","152","","","Final"
"29.05.2020 16:00 - 29.05.2020 17:00","18.10","18.10","18.10","EUR","Estimated","242","","","Final"
"29.05.2020 17:00 - 29.05.2020 18:00","22.85","22.85","22.85","EUR","Estimated","326","","","Final"
"29.05.2020 18:00 - 29.05.2020 19:00","25.68","25.68","25.68","EUR","Estimated","218","","","Final"
"29.05.2020 19:00 - 29.05.2020 20:00","26.49","26.49","26.49","EUR","Estimated","284","","","Final"
"29.05.2020 20:00 - 29.05.2020 21:00","25.79","25.79","25.79","EUR","Estimated","318","","","Final"
"29.05.2020 21:00 - 29.05.2020 22:00","25.97","25.97","25.97","EUR","Estimated","230","","","Final"
"29.05.2020 22:00 - 29.05.2020 23:00","24.16","24.16","24.16","EUR","Estimated","224","","","Final"
"29.05.2020 23:00 - 30.05.2020 00:00","22.32","22.32","22.32","EUR","Estimated","209","","","Final"
"30.05.2020 00:00 - 30.05.2020 01:00","1.00","18.27","1.00","EUR","Estimated","57","","","Final"
"30.05.2020 01:00 - 30.05.2020 02:00","0.95","15.55","0.95","EUR","Estimated","77","","","Final"
"30.05.2020 02:00 - 30.05.2020 03:00","0.00","15.06","0.00","EUR","Estimated","75","","","Final"
"30.05.2020 03:00 - 30.05.2020 04:00","0.00","15.00","0.00","EUR","Estimated","50","","","Final"
"30.05.2020 04:00 - 30.05.2020 05:00","0.00","14.55","0.00","EUR","Estimated","32","","","Final"
"30.05.2020 05:00 - 30.05.2020 06:00","0.00","15.00","0.00","EUR","Estimated","3","","","Final"
"30.05.2020 06:00 - 30.05.2020 07:00","0.00","14.40","0.00","EUR","Estimated","40","","","Final"
"30.05.2020 07:00 - 30.05.2020 08:00","15.04","15.04","15.04","EUR","Estimated","18","","","Final"
"30.05.2020 08:00 - 30.05.2020 09:00","13.00","19.00","19.00","EUR","Estimated","18","","","Final"
"30.05.2020 09:00 - 30.05.2020 10:00","12.00","19.00","19.00","EUR","Estimated","152","","","Final"
"30.05.2020 10:00 - 30.05.2020 11:00","9.33","19.00","19.00","EUR","Estimated","189","","","Final"
"30.05.2020 11:00 - 30.05.2020 12:00","7.17","18.00","18.00","EUR","Estimated","285","","","Final"
"30.05.2020 12:00 - 30.05.2020 13:00","0.00","9.44","0.00","EUR","Estimated","312","","","Final"
"30.05.2020 13:00 - 30.05.2020 14:00","0.00","4.80","0.00","EUR","Estimated","212","","","Final"
"30.05.2020 14:00 - 30.05.2020 15:00","-1.00","2.61","-1.00","EUR","Estimated","271","","","Final"
"30.05.2020 15:00 - 30.05.2020 16:00","-1.00","2.17","-1.00","EUR","Estimated","290","","","Final"
"30.05.2020 16:00 - 30.05.2020 17:00","0.00","4.61","0.00","EUR","Estimated","236","","","Final"
"30.05.2020 17:00 - 30.05.2020 18:00","0.00","9.06","0.00","EUR","Estimated","256","","","Final"
"30.05.2020 18:00 - 30.05.2020 19:00","0.50","15.33","0.50","EUR","Estimated","208","","","Final"
"30.05.2020 19:00 - 30.05.2020 20:00","2.42","17.58","2.42","EUR","Estimated","134","","","Final"
"30.05.2020 20:00 - 30.05.2020 21:00","17.46","17.46","17.46","EUR","Estimated","94","","","Final"
"30.05.2020 21:00 - 30.05.2020 22:00","18.28","18.28","18.28","EUR","Estimated","162","","","Final"
"30.05.2020 22:00 - 30.05.2020 23:00","17.91","17.91","17.91","EUR","Estimated","145","","","Final"
"30.05.2020 23:00 - 31.05.2020 00:00","1.39","17.26","1.39","EUR","Estimated","83","","","Final"
"31.05.2020 00:00 - 31.05.2020 01:00","11.88","60.31","60.31","EUR","Estimated","49","","","Final"
"31.05.2020 01:00 - 31.05.2020 02:00","11.60","56.27","56.27","EUR","Estimated","45","","","Final"
"31.05.2020 02:00 - 31.05.2020 03:00","11.76","46.97","46.97","EUR","Estimated","20","","","Final"
"31.05.2020 03:00 - 31.05.2020 04:00","-0.80","11.09","-0.80","EUR","Estimated","49","","","Final"
"31.05.2020 04:00 - 31.05.2020 05:00","-1.85","8.83","-1.85","EUR","Estimated","184","","","Final"
"31.05.2020 05:00 - 31.05.2020 06:00","-2.00","7.15","-2.00","EUR","Estimated","307","","","Final"
"31.05.2020 06:00 - 31.05.2020 07:00","-1.50","5.56","-1.50","EUR","Estimated","328","","","Final"
"31.05.2020 07:00 - 31.05.2020 08:00","0.00","6.12","0.00","EUR","Estimated","146","","","Final"
"31.05.2020 08:00 - 31.05.2020 09:00","0.46","2.58","0.46","EUR","Estimated","60","","","Final"
"31.05.2020 09:00 - 31.05.2020 10:00","0.00","2.70","0.00","EUR","Estimated","93","","","Final"
"31.05.2020 10:00 - 31.05.2020 11:00","0.00","0.10","0.00","EUR","Estimated","109","","","Final"
"31.05.2020 11:00 - 31.05.2020 12:00","-1.39","1.05","-1.39","EUR","Estimated","21","","","Final"
"31.05.2020 12:00 - 31.05.2020 13:00","-26.84","0.85","-26.84","EUR","Estimated","57","","","Final"
"31.05.2020 13:00 - 31.05.2020 14:00","-26.30","0.01","-26.30","EUR","Estimated","46","","","Final"
"31.05.2020 14:00 - 31.05.2020 15:00","-16.10","-0.87","-16.10","EUR","Estimated","30","","","Final"
"31.05.2020 15:00 - 31.05.2020 16:00","-21.47","-2.75","-21.47","EUR","Estimated","105","","","Final"
"31.05.2020 16:00 - 31.05.2020 17:00","-4.92","-4.92","-4.92","EUR","Estimated","43","","","Final"
"31.05.2020 17:00 - 31.05.2020 18:00","-1.85","1.45","-1.85","EUR","Estimated","40","","","Final"
"31.05.2020 18:00 - 31.05.2020 19:00","-0.92","4.98","-0.92","EUR","Estimated","25","","","Final"
"31.05.2020 19:00 - 31.05.2020 20:00","12.54","18.00","18.00","EUR","Estimated","73","","","Final"
"31.05.2020 20:00 - 31.05.2020 21:00","12.57","19.82","19.82","EUR","Estimated","77","","","Final"
"31.05.2020 21:00 - 31.05.2020 22:00","13.38","19.59","19.59","EUR","Estimated","45","","","Final"
"31.05.2020 22:00 - 31.05.2020 23:00","12.59","19.73","19.73","EUR","Estimated","42","","","Final"
"31.05.2020 23:00 - 01.06.2020 00:00","11.10","18.00","18.00","EUR","Estimated","72","","","Final"
"01.06.2020 00:00 - 01.06.2020 01:00","8.15","12.00","12.00","EUR","Estimated","16","","","Final"
"01.06.2020 01:00 - 01.06.2020 02:00","8.93","8.93","8.93","EUR","Estimated","61","","","Final"
"01.06.2020 02:00 - 01.06.2020 03:00","9.80","9.80","9.80","EUR","Estimated","76","","","Final"
"01.06.2020 03:00 - 01.06.2020 04:00","0.00","6.07","0.00","EUR","Estimated","30","","","Final"
"01.06.2020 04:00 - 01.06.2020 05:00","0.00","4.07","0.00","EUR","Estimated","11","","","Final"
"01.06.2020 05:00 - 01.06.2020 06:00","0.00","5.77","0.00","EUR","Estimated","105","","","Final"
"01.06.2020 06:00 - 01.06.2020 07:00","7.31","20.00","20.00","EUR","Estimated","101","","","Final"
"01.06.2020 07:00 - 01.06.2020 08:00","10.05","20.00","20.00","EUR","Estimated","63","","","Final"
"01.06.2020 08:00 - 01.06.2020 09:00","10.96","20.00","20.00","EUR","Estimated","66","","","Final"
"01.06.2020 09:00 - 01.06.2020 10:00","9.17","20.00","20.00","EUR","Estimated","155","","","Final"
"01.06.2020 10:00 - 01.06.2020 11:00","4.87","20.00","20.00","EUR","Estimated","120","","","Final"
"01.06.2020 11:00 - 01.06.2020 12:00","4.87","20.00","20.00","EUR","Estimated","126","","","Final"
"01.06.2020 12:00 - 01.06.2020 13:00","4.79","25.00","25.00","EUR","Estimated","69","","","Final"
"01.06.2020 13:00 - 01.06.2020 14:00","4.57","20.00","20.00","EUR","Estimated","27","","","Final"
"01.06.2020 14:00 - 01.06.2020 15:00","4.09","20.00","20.00","EUR","Estimated","116","","","Final"
"01.06.2020 15:00 - 01.06.2020 16:00","3.79","19.50","19.50","EUR","Estimated","140","","","Final"
"01.06.2020 16:00 - 01.06.2020 17:00","3.60","3.60","3.60","EUR","Estimated","176","","","Final"
"01.06.2020 17:00 - 01.06.2020 18:00","11.53","19.07","19.07","EUR","Estimated","235","","","Final"
"01.06.2020 18:00 - 01.06.2020 19:00","16.57","16.57","16.57","EUR","Estimated","226","","","Final"
"01.06.2020 19:00 - 01.06.2020 20:00","22.00","67.70","67.70","EUR","Estimated","167","","","Final"
"01.06.2020 20:00 - 01.06.2020 21:00","23.05","93.00","93.00","EUR","Estimated","88","","","Final"
"01.06.2020 21:00 - 01.06.2020 22:00","22.91","134.21","134.21","EUR","Estimated","0","","","Final"
"01.06.2020 22:00 - 01.06.2020 23:00","23.37","201.31","201.31","EUR","Estimated","62","","","Final"
"01.06.2020 23:00 - 02.06.2020 00:00","20.90","214.72","214.72","EUR","Estimated","202","","","Final"
"02.06.2020 00:00 - 02.06.2020 01:00","18.08","173.34","173.34","EUR","Estimated","337","","","Final"
"02.06.2020 01:00 - 02.06.2020 02:00","-1.50","16.33","-1.50","EUR","Estimated","258","","","Final"
"02.06.2020 02:00 - 02.06.2020 03:00","-1.50","14.99","-1.50","EUR","Estimated","167","","","Final"
"02.06.2020 03:00 - 02.06.2020 04:00","-1.50","14.65","-1.50","EUR","Estimated","156","","","Final"
"02.06.2020 04:00 - 02.06.2020 05:00","-1.50","15.92","-1.50","EUR","Estimated","169","","","Final"
"02.06.2020 05:00 - 02.06.2020 06:00","-1.50","19.96","-1.50","EUR","Estimated","226","","","Final"
"02.06.2020 06:00 - 02.06.2020 07:00","1.50","32.06","1.50","EUR","Estimated","299","","","Final"
"02.06.2020 07:00 - 02.06.2020 08:00","48.83","48.83","48.83","EUR","Estimated","214","","","Final"
"02.06.2020 08:00 - 02.06.2020 09:00","56.55","134.21","134.21","EUR","Estimated","23","","","Final"
"02.06.2020 09:00 - 02.06.2020 10:00","48.77","134.21","134.21","EUR","Estimated","230","","","Final"
"02.06.2020 10:00 - 02.06.2020 11:00","46.68","173.13","173.13","EUR","Estimated","231","","","Final"
"02.06.2020 11:00 - 02.06.2020 12:00","40.08","93.94","93.94","EUR","Estimated","247","","","Final"
"02.06.2020 12:00 - 02.06.2020 13:00","22.96","22.96","22.96","EUR","Estimated","141","","","Final"
"02.06.2020 13:00 - 02.06.2020 14:00","20.02","58.62","58.62","EUR","Estimated","228","","","Final"
"02.06.2020 14:00 - 02.06.2020 15:00","19.49","22.00","22.00","EUR","Estimated","212","","","Final"
"02.06.2020 15:00 - 02.06.2020 16:00","18.06","18.06","18.06","EUR","Estimated","351","","","Final"
"02.06.2020 16:00 - 02.06.2020 17:00","20.58","20.58","20.58","EUR","Estimated","227","","","Final"
"02.06.2020 17:00 - 02.06.2020 18:00","26.66","26.66","26.66","EUR","Estimated","221","","","Final"
"02.06.2020 18:00 - 02.06.2020 19:00","45.26","45.26","45.26","EUR","Estimated","255","","","Final"
"02.06.2020 19:00 - 02.06.2020 20:00","53.65","100.00","100.00","EUR","Estimated","205","","","Final"
"02.06.2020 20:00 - 02.06.2020 21:00","60.75","99.31","99.31","EUR","Estimated","44","","","Final"
"02.06.2020 21:00 - 02.06.2020 22:00","49.95","49.95","49.95","EUR","Estimated","284","","","Final"
"02.06.2020 22:00 - 02.06.2020 23:00","37.92","37.92","37.92","EUR","Estimated","217","","","Final"
"02.06.2020 23:00 - 03.06.2020 00:00","25.92","25.92","25.92","EUR","Estimated","407","","","Final"
"03.06.2020 00:00 - 03.06.2020 01:00","25.54","25.54","25.54","EUR","Estimated","472","","","Final"
"03.06.2020 01:00 - 03.06.2020 02:00","24.00","24.00","24.00","EUR","Estimated","321","","","Final"
"03.06.2020 02:00 - 03.06.2020 03:00","22.72","22.72","22.72","EUR","Estimated","138","","","Final"
"03.06.2020 03:00 - 03.06.2020 04:00","20.87","20.87","20.87","EUR","Estimated","166","","","Final"
"03.06.2020 04:00 - 03.06.2020 05:00","20.24","20.24","20.24","EUR","Estimated","243","","","Final"
"03.06.2020 05:00 - 03.06.2020 06:00","3.00","21.17","3.00","EUR","Estimated","208","","","Final"
"03.06.2020 06:00 - 03.06.2020 07:00","8.00","34.75","8.00","EUR","Estimated","55","","","Final"
"03.06.2020 07:00 - 03.06.2020 08:00","8.00","52.68","8.00","EUR","Estimated","129","","","Final"
"03.06.2020 08:00 - 03.06.2020 09:00","52.50","130.00","130.00","EUR","Estimated","231","","","Final"
"03.06.2020 09:00 - 03.06.2020 10:00","48.78","48.78","48.78","EUR","Estimated","222","","","Final"
"03.06.2020 10:00 - 03.06.2020 11:00","47.84","47.84","47.84","EUR","Estimated","159","","","Final"
"03.06.2020 11:00 - 03.06.2020 12:00","50.78","50.78","50.78","EUR","Estimated","85","","","Final"
"03.06.2020 12:00 - 03.06.2020 13:00","28.04","28.04","28.04","EUR","Estimated","134","","","Final"
"03.06.2020 13:00 - 03.06.2020 14:00","27.98","27.98","27.98","EUR","Estimated","68","","","Final"
"03.06.2020 14:00 - 03.06.2020 15:00","27.95","27.95","27.95","EUR","Estimated","75","","","Final"
"03.06.2020 15:00 - 03.06.2020 16:00","27.91","27.91","27.91","EUR","Estimated","52","","","Final"
"03.06.2020 16:00 - 03.06.2020 17:00","27.91","27.91","27.91","EUR","Estimated","68","","","Final"
"03.06.2020 17:00 - 03.06.2020 18:00","27.97","27.97","27.97","EUR","Estimated","126","","","Final"
"03.06.2020 18:00 - 03.06.2020 19:00","29.68","29.68","29.68","EUR","Estimated","142","","","Final"
"03.06.2020 19:00 - 03.06.2020 20:00","24.68","40.17","24.68","EUR","Estimated","2","","","Final"
"03.06.2020 20:00 - 03.06.2020 21:00","40.10","40.10","40.10","EUR","Estimated","2","","","Final"
"03.06.2020 21:00 - 03.06.2020 22:00","15.50","32.60","15.50","EUR","Estimated","85","","","Final"
"03.06.2020 22:00 - 03.06.2020 23:00","15.50","27.91","15.50","EUR","Estimated","319","","","Final"
"03.06.2020 23:00 - 04.06.2020 00:00","23.99","23.99","23.99","EUR","Estimated","230","","","Final"
"04.06.2020 00:00 - 04.06.2020 01:00","1.00","22.17","1.00","EUR","Estimated","278","","","Final"
"04.06.2020 01:00 - 04.06.2020 02:00","0.00","20.98","0.00","EUR","Estimated","173","","","Final"
"04.06.2020 02:00 - 04.06.2020 03:00","0.00","19.61","0.00","EUR","Estimated","160","","","Final"
"04.06.2020 03:00 - 04.06.2020 04:00","0.00","20.15","0.00","EUR","Estimated","83","","","Final"
"04.06.2020 04:00 - 04.06.2020 05:00","20.36","80.49","80.49","EUR","Estimated","73","","","Final"
"04.06.2020 05:00 - 04.06.2020 06:00","23.83","106.64","106.64","EUR","Estimated","1","","","Final"
"04.06.2020 06:00 - 04.06.2020 07:00","0.00","28.13","0.00","EUR","Estimated","79","","","Final"
"04.06.2020 07:00 - 04.06.2020 08:00","1.50","46.77","1.50","EUR","Estimated","141","","","Final"
"04.06.2020 08:00 - 04.06.2020 09:00","14.07","56.81","14.07","EUR","Estimated","176","","","Final"
"04.06.2020 09:00 - 04.06.2020 10:00","34.07","34.07","34.07","EUR","Estimated","15","","","Final"
"04.06.2020 10:00 - 04.06.2020 11:00","32.60","107.31","107.31","EUR","Estimated","96","","","Final"
"04.06.2020 11:00 - 04.06.2020 12:00","31.77","220.00","220.00","EUR","Estimated","132","","","Final"
"04.06.2020 12:00 - 04.06.2020 13:00","30.50","300.00","300.00","EUR","Estimated","96","","","Final"
"04.06.2020 13:00 - 04.06.2020 14:00","28.93","222.20","222.20","EUR","Estimated","99","","","Final"
"04.06.2020 14:00 - 04.06.2020 15:00","26.13","26.13","26.13","EUR","Estimated","61","","","Final"
"04.06.2020 15:00 - 04.06.2020 16:00","26.00","26.00","26.00","EUR","Estimated","44","","","Final"
"04.06.2020 16:00 - 04.06.2020 17:00","25.70","25.70","25.70","EUR","Estimated","6","","","Final"
"04.06.2020 17:00 - 04.06.2020 18:00","26.38","70.00","70.00","EUR","Estimated","178","","","Final"
"04.06.2020 18:00 - 04.06.2020 19:00","28.20","220.00","220.00","EUR","Estimated","158","","","Final"
"04.06.2020 19:00 - 04.06.2020 20:00","26.07","292.43","292.43","EUR","Estimated","272","","","Final"
"04.06.2020 20:00 - 04.06.2020 21:00","25.00","222.20","222.20","EUR","Estimated","351","","","Final"
"04.06.2020 21:00 - 04.06.2020 22:00","23.94","23.94","23.94","EUR","Estimated","378","","","Final"
"04.06.2020 22:00 - 04.06.2020 23:00","22.69","35.00","35.00","EUR","Estimated","401","","","Final"
"04.06.2020 23:00 - 05.06.2020 00:00","1.20","18.04","1.20","EUR","Estimated","242","","","Final"
"05.06.2020 00:00 - 05.06.2020 01:00","1.20","17.25","1.20","EUR","Estimated","158","","","Final"
"05.06.2020 01:00 - 05.06.2020 02:00","1.00","16.80","1.00","EUR","Estimated","342","","","Final"
"05.06.2020 02:00 - 05.06.2020 03:00","0.00","17.06","0.00","EUR","Estimated","188","","","Final"
"05.06.2020 03:00 - 05.06.2020 04:00","0.00","15.99","0.00","EUR","Estimated","194","","","Final"
"05.06.2020 04:00 - 05.06.2020 05:00","0.00","15.61","0.00","EUR","Estimated","156","","","Final"
"05.06.2020 05:00 - 05.06.2020 06:00","0.47","17.09","0.47","EUR","Estimated","228","","","Final"
"05.06.2020 06:00 - 05.06.2020 07:00","0.47","24.41","0.47","EUR","Estimated","317","","","Final"
"05.06.2020 07:00 - 05.06.2020 08:00","0.47","28.96","0.47","EUR","Estimated","99","","","Final"
"05.06.2020 08:00 - 05.06.2020 09:00","4.00","37.07","4.00","EUR","Estimated","150","","","Final"
"05.06.2020 09:00 - 05.06.2020 10:00","33.07","63.07","63.07","EUR","Estimated","137","","","Final"
"05.06.2020 10:00 - 05.06.2020 11:00","-6.71","28.93","-6.71","EUR","Estimated","197","","","Final"
"05.06.2020 11:00 - 05.06.2020 12:00","31.42","31.42","31.42","EUR","Estimated","183","","","Final"
"05.06.2020 12:00 - 05.06.2020 13:00","27.08","27.08","27.08","EUR","Estimated","373","","","Final"
"05.06.2020 13:00 - 05.06.2020 14:00","0.72","24.59","0.72","EUR","Estimated","423","","","Final"
"05.06.2020 14:00 - 05.06.2020 15:00","0.00","23.05","0.00","EUR","Estimated","346","","","Final"
"05.06.2020 15:00 - 05.06.2020 16:00","0.00","23.59","0.00","EUR","Estimated","265","","","Final"
"05.06.2020 16:00 - 05.06.2020 17:00","24.18","24.18","24.18","EUR","Estimated","315","","","Final"
"05.06.2020 17:00 - 05.06.2020 18:00","28.87","28.87","28.87","EUR","Estimated","264","","","Final"
"05.06.2020 18:00 - 05.06.2020 19:00","28.59","28.59","28.59","EUR","Estimated","246","","","Final"
"05.06.2020 19:00 - 05.06.2020 20:00","28.67","28.67","28.67","EUR","Estimated","303","","","Final"
"05.06.2020 20:00 - 05.06.2020 21:00","0.00","27.03","0.00","EUR","Estimated","364","","","Final"
"05.06.2020 21:00 - 05.06.2020 22:00","0.00","25.89","0.00","EUR","Estimated","359","","","Final"
"05.06.2020 22:00 - 05.06.2020 23:00","-0.60","25.89","-0.60","EUR","Estimated","242","","","Final"
"05.06.2020 23:00 - 06.06.2020 00:00","-0.60","20.16","-0.60","EUR","Estimated","197","","","Final"
"06.06.2020 00:00 - 06.06.2020 01:00","7.69","9.00","9.00","EUR","Estimated","136","","","Final"
"06.06.2020 01:00 - 06.06.2020 02:00","1.46","9.00","9.00","EUR","Estimated","222","","","Final"
"06.06.2020 02:00 - 06.06.2020 03:00","0.00","1.32","0.00","EUR","Estimated","335","","","Final"
"06.06.2020 03:00 - 06.06.2020 04:00","0.00","0.96","0.00","EUR","Estimated","181","","","Final"
"06.06.2020 04:00 - 06.06.2020 05:00","0.40","1.44","0.40","EUR","Estimated","86","","","Final"
"06.06.2020 05:00 - 06.06.2020 06:00","0.40","1.35","0.40","EUR","Estimated","20","","","Final"
"06.06.2020 06:00 - 06.06.2020 07:00","0.08","0.08","0.08","EUR","Estimated","76","","","Final"
"06.06.2020 07:00 - 06.06.2020 08:00","0.40","2.81","0.40","EUR","Estimated","107","","","Final"
"06.06.2020 08:00 - 06.06.2020 09:00","1.00","5.79","1.00","EUR","Estimated","129","","","Final"
"06.06.2020 09:00 - 06.06.2020 10:00","0.00","5.65","0.00","EUR","Estimated","189","","","Final"
"06.06.2020 10:00 - 06.06.2020 11:00","0.00","4.22","0.00","EUR","Estimated","154","","","Final"
"06.06.2020 11:00 - 06.06.2020 12:00","2.42","8.00","8.00","EUR","Estimated","63","","","Final"
"06.06.2020 12:00 - 06.06.2020 13:00","0.00","0.06","0.00","EUR","Estimated","123","","","Final"
"06.06.2020 13:00 - 06.06.2020 14:00","-19.80","-0.69","-19.80","EUR","Estimated","140","","","Final"
"06.06.2020 14:00 - 06.06.2020 15:00","-26.15","-3.46","-26.15","EUR","Estimated","138","","","Final"
"06.06.2020 15:00 - 06.06.2020 16:00","-1.71","-1.71","-1.71","EUR","Estimated","21","","","Final"
"06.06.2020 16:00 - 06.06.2020 17:00","0.05","0.05","0.05","EUR","Estimated","132","","","Final"
"06.06.2020 17:00 - 06.06.2020 18:00","9.78","9.78","9.78","EUR","Estimated","256","","","Final"
"06.06.2020 18:00 - 06.06.2020 19:00","16.42","16.42","16.42","EUR","Estimated","244","","","Final"
"06.06.2020 19:00 - 06.06.2020 20:00","21.23","21.23","21.23","EUR","Estimated","238","","","Final"
"06.06.2020 20:00 - 06.06.2020 21:00","23.27","23.27","23.27","EUR","Estimated","231","","","Final"
"06.06.2020 21:00 - 06.06.2020 22:00","0.00","22.98","0.00","EUR","Estimated","290","","","Final"
"06.06.2020 22:00 - 06.06.2020 23:00","0.00","23.91","0.00","EUR","Estimated","316","","","Final"
"06.06.2020 23:00 - 07.06.2020 00:00","0.00","19.96","0.00","EUR","Estimated","301","","","Final"
"07.06.2020 00:00 - 07.06.2020 01:00","0.00","21.04","0.00","EUR","Estimated","97","","","Final"
"07.06.2020 01:00 - 07.06.2020 02:00","-0.95","17.21","-0.95","EUR","Estimated","77","","","Final"
"07.06.2020 02:00 - 07.06.2020 03:00","-1.50","14.93","-1.50","EUR","Estimated","118","","","Final"
"07.06.2020 03:00 - 07.06.2020 04:00","-1.50","12.63","-1.50","EUR","Estimated","241","","","Final"
"07.06.2020 04:00 - 07.06.2020 05:00","-2.00","10.92","-2.00","EUR","Estimated","330","","","Final"
"07.06.2020 05:00 - 07.06.2020 06:00","-2.00","10.96","-2.00","EUR","Estimated","137","","","Final"
"07.06.2020 06:00 - 07.06.2020 07:00","-0.50","10.88","-0.50","EUR","Estimated","57","","","Final"
"07.06.2020 07:00 - 07.06.2020 08:00","-0.95","14.04","-0.95","EUR","Estimated","32","","","Final"
"07.06.2020 08:00 - 07.06.2020 09:00","-1.89","15.36","-1.89","EUR","Estimated","37","","","Final"
"07.06.2020 09:00 - 07.06.2020 10:00","-1.42","16.00","-1.42","EUR","Estimated","94","","","Final"
"07.06.2020 10:00 - 07.06.2020 11:00","15.70","15.70","15.70","EUR","Estimated","133","","","Final"
"07.06.2020 11:00 - 07.06.2020 12:00","16.06","52.60","52.60","EUR","Estimated","77","","","Final"
"07.06.2020 12:00 - 07.06.2020 13:00","16.94","80.31","80.31","EUR","Estimated","13","","","Final"
"07.06.2020 13:00 - 07.06.2020 14:00","13.37","60.70","60.70","EUR","Estimated","76","","","Final"
"07.06.2020 14:00 - 07.06.2020 15:00","10.76","56.54","56.54","EUR","Estimated","51","","","Final"
"07.06.2020 15:00 - 07.06.2020 16:00","1.00","10.64","1.00","EUR","Estimated","65","","","Final"
"07.06.2020 16:00 - 07.06.2020 17:00","0.60","13.64","0.60","EUR","Estimated","58","","","Final"
"07.06.2020 17:00 - 07.06.2020 18:00","0.00","17.00","0.00","EUR","Estimated","384","","","Final"
"07.06.2020 18:00 - 07.06.2020 19:00","0.00","21.06","0.00","EUR","Estimated","189","","","Final"
"07.06.2020 19:00 - 07.06.2020 20:00","0.13","25.36","0.13","EUR","Estimated","87","","","Final"
"07.06.2020 20:00 - 07.06.2020 21:00","1.00","28.56","1.00","EUR","Estimated","89","","","Final"
"07.06.2020 21:00 - 07.06.2020 22:00","12.27","29.14","12.27","EUR","Estimated","85","","","Final"
"07.06.2020 22:00 - 07.06.2020 23:00","0.00","32.33","0.00","EUR","Estimated","108","","","Final"
